Wall time,Step,Value
1722599199.2399292,0,0.7895175814628601
1722599332.95019,1,0.40357351303100586
1722599408.6596358,2,1.8869932889938354
1722599588.863015,0,0.6930792331695557
1722599644.5245786,1,0.46865758299827576
1722599699.31899,2,0.5737867951393127
1722599753.7964013,3,0.2559663951396942
1722599808.5465977,4,0.17568014562129974
1722599863.1624148,5,0.13735690712928772
1722599923.7533777,6,0.573253333568573
1722599979.8618145,7,0.3890887498855591
1722600034.4971247,8,0.5210909843444824
1722600088.8259125,9,0.973645806312561
1722600143.0454464,10,0.25594231486320496
1722600197.4342358,11,0.131905660033226
1722600251.8090343,12,0.044448189437389374
1722600306.3794816,13,0.03361602872610092
1722600360.7406576,14,0.06605435907840729
1722600414.738231,15,0.0932585671544075
1722600468.9561174,16,0.07117506116628647
1722600523.295261,17,0.14619143307209015
1722600577.536986,18,0.09349630773067474
1722600631.4434023,19,1.0562022924423218
1722600685.7954235,20,0.0963943600654602
1722600740.2197099,21,0.04650459438562393
1722600794.608452,22,0.08079282194375992
1722600848.9965224,23,0.05338164418935776
1722600903.3848972,24,0.16194762289524078
1722600957.9793653,25,0.1889941394329071
1722601012.4860618,26,0.007717831060290337
1722601066.7067845,27,0.06498166918754578
1722601121.0840075,28,0.0803457722067833
1722601175.2429469,29,0.11395128071308136
1722601229.646312,30,0.09511665999889374
1722601283.785946,31,0.08276864886283875
1722601337.8082027,32,0.08883468061685562
1722601392.2330315,33,0.04371409863233566
1722601446.5583804,34,0.08901528269052505
1722601500.8060272,35,0.11759112030267715
1722601555.1667278,36,0.16060113906860352
1722601610.4093528,37,0.16377057135105133
1722601664.4871032,38,0.24930816888809204
1722601718.6704354,39,0.060730427503585815
1722601772.949854,40,0.05433075875043869
1722601837.8681161,41,0.06045057624578476
1722601892.4101515,42,0.07188925892114639
1722601946.7433953,43,0.053196609020233154
1722602001.1526084,44,0.6774992346763611
1722602055.340807,45,0.09468673914670944
1722602109.7151577,46,0.05703471601009369
1722602163.9128735,47,0.03432723134756088
1722602218.2506392,48,0.07805204391479492
1722602272.462592,49,1.7329968214035034
1722602326.827688,50,0.0703509971499443
1722602391.908496,51,0.08222538232803345
1722602446.571758,52,0.08530783653259277
1722602500.7901502,53,0.07623369246721268
1722602554.9360433,54,0.07559210807085037
1722602608.8945565,55,0.07511462271213531
1722602663.1043153,56,0.06385420262813568
