Wall time,Step,Value
1722599199.2389197,0,5.875035762786865
1722599332.95019,1,3.2519195079803467
1722599408.6596358,2,10.598036766052246
1722599588.863015,0,8.40029525756836
1722599644.5245786,1,6.139066219329834
1722599699.31899,2,6.086236476898193
1722599753.7964013,3,5.29197359085083
1722599808.5465977,4,3.8867974281311035
1722599863.1624148,5,5.203066349029541
1722599923.7533777,6,6.971113681793213
1722599979.8618145,7,5.202108860015869
1722600034.4971247,8,4.190092086791992
1722600088.8259125,9,12.645487785339355
1722600143.0454464,10,7.403863430023193
1722600197.4342358,11,6.361241340637207
1722600251.8090343,12,5.560978412628174
1722600306.3794816,13,4.070938587188721
1722600360.7406576,14,7.538089275360107
1722600414.738231,15,6.357718467712402
1722600468.9561174,16,6.935361385345459
1722600523.295261,17,6.669087886810303
1722600577.536986,18,6.165272235870361
1722600631.4434023,19,11.58333969116211
1722600685.7954235,20,6.156431674957275
1722600740.2186837,21,5.769168376922607
1722600794.608452,22,11.119281768798828
1722600848.9965224,23,5.7068305015563965
1722600903.3848972,24,7.156116962432861
1722600957.9793653,25,12.937310218811035
1722601012.4860618,26,10.143680572509766
1722601066.7067845,27,5.567558288574219
1722601121.0840075,28,6.804208755493164
1722601175.2429469,29,6.628063678741455
1722601229.646312,30,7.355587005615234
1722601283.785946,31,7.583657264709473
1722601337.8082027,32,6.367451190948486
1722601392.2330315,33,4.859614372253418
1722601446.5583804,34,8.284555435180664
1722601500.8059273,35,7.090581893920898
1722601555.1667278,36,9.269207954406738
1722601610.4093528,37,10.846986770629883
1722601664.4871032,38,14.833931922912598
1722601718.6704354,39,5.648478984832764
1722601772.949854,40,19.3505859375
1722601837.8681161,41,6.986810207366943
1722601892.4101515,42,7.480626583099365
1722601946.7433953,43,10.596230506896973
1722602001.1526084,44,6.620644569396973
1722602055.340807,45,4.896933078765869
1722602109.7151577,46,6.304610252380371
1722602163.9128735,47,8.392626762390137
1722602218.2506392,48,6.310865879058838
1722602272.462592,49,28.25428581237793
1722602326.827688,50,13.755324363708496
1722602391.908496,51,6.318116188049316
1722602446.571758,52,6.317457675933838
1722602500.7901502,53,6.6223883628845215
1722602554.9360433,54,6.614203453063965
1722602608.8945565,55,4.477991104125977
1722602663.1043153,56,7.289389610290527
1722602717.57262,57,5.948156833648682
1722602771.8864982,58,7.126692295074463
1722602826.0775938,59,6.695895671844482
1722602880.2741473,60,7.913999557495117
1722602934.446316,61,6.011577606201172
1722602988.4339402,62,6.74108362197876
1722603042.5588434,63,7.154002666473389
1722603096.5670178,64,8.636016845703125
1722603150.7640705,65,5.968793869018555
1722603204.9223974,66,7.361337661743164
1722603259.3162985,67,10.008183479309082
1722603313.510769,68,5.529592037200928
1722603367.8419626,69,6.635346412658691
1722603422.1670673,70,26.77045440673828
1722603476.4566586,71,6.575754165649414
1722603530.4565105,72,8.31057071685791
1722603584.6438687,73,6.313086986541748
1722603638.7711093,74,6.244996070861816
1722603692.9358795,75,8.842707633972168
1722603747.2562032,76,6.033209800720215
1722603801.7323077,77,14.153804779052734
1722603855.8857358,78,5.128134250640869
1722603910.1300986,79,7.023143291473389
1722603964.2883801,80,6.336887836456299
1722604018.8978062,81,8.066158294677734
1722604073.232157,82,3.750936269760132
1722604127.4354897,83,6.744844913482666
1722604181.603015,84,8.628578186035156
1722604236.0462656,85,8.460540771484375
1722604290.4141283,86,6.04290246963501
1722604344.563272,87,7.656124114990234
1722604398.7411945,88,18.67742156982422
1722604452.8910878,89,11.480011940002441
1722604507.061234,90,35.37767028808594
1722604561.3461778,91,5.531782150268555
1722604615.442499,92,7.333643436431885
1722604669.6765265,93,7.898793697357178
1722604723.651597,94,11.928812980651855
1722604777.8170147,95,8.98282527923584
1722604832.2310898,96,10.192426681518555
1722604886.3585756,97,6.519893169403076
1722604940.594834,98,20.694013595581055
1722604994.9657571,99,9.551287651062012
1722605049.097733,100,15.377012252807617
1722605103.3032072,101,5.482158660888672
1722605157.4671898,102,6.711863994598389
1722605211.6926677,103,12.485313415527344
1722605265.8312223,104,10.701239585876465
1722605320.0678282,105,7.978737831115723
1722605374.2561183,106,5.472100257873535
1722605428.603755,107,6.016274452209473
1722605482.9365566,108,8.178808212280273
1722605537.1396823,109,4.992915153503418
1722605591.3184285,110,7.388173580169678
1722605645.53037,111,6.787657737731934
1722605699.5823762,112,6.931430339813232
1722605753.7087483,113,8.764389038085938
1722605808.0521681,114,5.448327541351318
1722605862.247717,115,27.389299392700195
1722605916.4667525,116,24.486385345458984
1722605970.7972836,117,13.285417556762695
1722606025.1382923,118,6.140994548797607
1722606079.3988614,119,6.32274055480957
1722606134.7611964,120,8.926109313964844
1722606188.9891,121,6.100301265716553
1722606243.1019344,122,5.611061096191406
1722606297.5329225,123,6.879676342010498
1722606351.7505374,124,6.244293212890625
1722606405.8873823,125,5.03912353515625
1722606460.128719,126,42.248008728027344
1722606514.2654402,127,5.637125492095947
1722606568.376868,128,7.7493462562561035
1722606622.5915544,129,5.380526542663574
1722606676.7904463,130,9.6844482421875
1722606731.2335515,131,9.470821380615234
1722606785.3626442,132,6.188724040985107
1722606840.7746973,133,8.757438659667969
1722606903.5929813,134,17.083351135253906
1722606960.0933955,135,6.448726654052734
1722607014.2670414,136,8.90226936340332
1722607068.267124,137,7.25012731552124
1722607122.440529,138,8.018327713012695
1722607176.7946954,139,8.828999519348145
1722607231.0657017,140,11.333657264709473
1722607285.377793,141,6.1791911125183105
1722607339.5441885,142,6.080530643463135
1722607393.7596428,143,4.571372985839844
1722607447.905656,144,27.10413932800293
1722607502.0933144,145,11.499373435974121
1722607556.1072488,146,9.161198616027832
1722607610.9066038,147,5.984850883483887
1722607665.2549024,148,6.372811317443848
1722607719.440776,149,6.682886600494385
